,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-01,-1,-5.9,-3.5,-3.1,-9.7,-6.6,-4.2,95.17,0,,0,,,,,12.5,235.5,,85.3,2.8,,,,,2009-01-01T08:35:58,2009-01-01T16:31:51,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10416099999,10400099999,10315099999"
1,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-02,-0.8,-4.8,-1.7,-1,-9.4,-4.5,-2.4,95.14,0,,0,,,,,13,147.8,,50.9,3.9,,,,,2009-01-02T08:35:49,2009-01-02T16:32:56,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10437499999,10416099999,10400099999,10315099999"
2,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-03,-0.1,-9.9,-4.3,-4,-14.7,-7.6,-7.2,81.63,0,,0,,,,,19.7,188.3,,49.4,9.5,,,,,2009-01-03T08:35:38,2009-01-03T16:34:04,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"10437499999,10416099999,10400099999,10315099999"
3,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-04,0.8,-0.9,-0.3,-3.4,-7.6,-5.5,-2.1,88.37,0,,0,,,,,30.5,241.9,,93.5,6.4,,,,,2009-01-04T08:35:23,2009-01-04T16:35:14,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"10437499999,10416099999,10400099999,10315099999"
4,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-05,0.1,-5.8,-2.4,-0.9,-12.2,-7,-3.6,91.7,0,,0,,,,,24.6,98.6,,62.8,7.8,,,,,2009-01-05T08:35:05,2009-01-05T16:36:27,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10437499999,10416099999,10400099999,10315099999"
5,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-06,-6.3,-14.8,-10.9,-10.9,-21.8,-15.2,-13.1,84.41,0,,0,,,,,15.8,85.4,,1.7,10.1,,,,,2009-01-06T08:34:44,2009-01-06T16:37:42,0.36,Clear,Clear conditions throughout the day.,clear-day,"10437499999,10416099999,10400099999,10315099999"
6,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-07,-3.9,-16.1,-7.9,-6.3,-19.9,-11.9,-9.6,87.19,0,,0,,,,,19.8,186,,81.3,6.4,,,,,2009-01-07T08:34:19,2009-01-07T16:39:00,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10437499999,10416099999,10400099999,10315099999"
7,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-08,-3.7,-11.1,-6.2,-3.9,-11.6,-7.2,-6.6,96.51,0,,0,,,,,7.5,124.9,,24.4,3.4,,,,,2009-01-08T08:33:51,2009-01-08T16:40:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10437499999,10416099999,10400099999,10315099999"
8,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-09,-2.1,-12.5,-8.1,-2.1,-18.2,-11,-11.7,76.45,0,,0,,,,,15.8,98.5,,4.5,9.3,,,,,2009-01-09T08:33:20,2009-01-09T16:41:41,0.48,Clear,Clear conditions throughout the day.,clear-day,"10437499999,10416099999,10400099999,10315099999"
9,"Dortmund, Nordrhein-Westfalen, Deutschland",2009-01-10,1.8,-12.6,-6.7,1.8,-16.7,-9.2,-11.5,69.89,0,,0,,,,,19.5,154.6,,0.9,9.6,,,,,2009-01-10T08:32:46,2009-01-10T16:43:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"10437499999,10416099999,10400099999,10315099999"
