name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Dortmund,2020-01-21,6.2,-3.4,0.4,5.2,-5.2,-0.6,-1.8,86,0,0,0,,,,,8.9,202.3,1042.7,0.4,21.8,49.4,4.1,3,,2020-01-21T08:23:57,2020-01-21T16:59:13,0.95,Clear,Clear conditions throughout the day.,clear-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-22,2,-2.4,0.2,2,-4.8,-1.2,-0.2,96.8,0.08,100,12.5,"rain,snow",,,,8.4,220.9,1037.4,65.8,3.8,14,1.1,1,,2020-01-22T08:22:50,2020-01-22T17:00:54,0.98,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-23,4,-0.5,2.2,3.9,-0.5,1.7,1.1,92.2,0,0,0,,,,,8.4,139.6,1032.8,32.1,10.6,25.9,2.2,1,,2020-01-23T08:21:40,2020-01-23T17:02:37,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-24,0.4,-2.8,-0.5,-0.5,-6.1,-2.8,-1.9,90.6,0,0,0,,,,,9.4,215.2,1024.8,56.9,5.4,11.9,1.1,0,,2020-01-24T08:20:28,2020-01-24T17:04:20,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-25,2.5,-0.1,1.2,1.1,-2.8,-1.1,-0.4,89.5,0,0,0,,,,,9.5,207.8,1022.6,74.4,3.6,14.3,1.3,1,,2020-01-25T08:19:14,2020-01-25T17:06:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-26,9.4,-0.4,3.8,7.2,-2.7,2,2,88.2,0,0,0,,,,,14.7,157.3,1017.3,59.2,14.6,45.7,3.9,3,,2020-01-26T08:17:57,2020-01-26T17:07:49,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-27,8.6,5.9,7.3,5.9,2.6,4.3,4.6,83.4,1.41,100,66.67,rain,,,,23.2,196.3,1007.6,99.3,17.4,18.9,1.5,1,,2020-01-27T08:16:37,2020-01-27T17:09:35,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-28,7.2,3.6,5.2,3.6,-1.4,1,2,80,6.81,100,83.33,rain,,,,33.4,229.2,995.5,69.2,29.9,24.3,2.2,1,,2020-01-28T08:15:16,2020-01-28T17:11:22,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-29,5.7,3.6,4.3,1.5,-1,0.1,1,79.3,1.15,100,54.17,rain,,,,25.5,246,1006.6,67.1,29,29.2,2.6,2,,2020-01-29T08:13:52,2020-01-29T17:13:09,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-30,9.8,5.3,7.6,6.8,1.6,4.3,4,78.3,1.85,100,29.17,rain,,,,25.7,222.5,1008.7,93.2,30.9,46.3,4.1,2,,2020-01-30T08:12:26,2020-01-30T17:14:56,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-01-31,12.7,10.3,11.6,12.7,10.3,11.6,8.4,80.8,1.19,100,29.17,rain,,,,29.5,242.1,1007.8,98.4,29.6,40.6,3.5,3,,2020-01-31T08:10:58,2020-01-31T17:16:45,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-01,12.2,8.5,10.9,12.2,5.1,10.1,8.1,83.2,16.94,100,54.17,rain,,,,27.3,238,1005.1,71.5,24.4,18.2,1.5,1,,2020-02-01T08:09:28,2020-02-01T17:18:33,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-02,11.8,6.5,8.9,11.8,4.3,6.9,5.8,81.6,5.49,100,33.33,rain,,,,31.5,235.9,1008.6,91.7,22.9,14.4,1.2,1,,2020-02-02T08:07:55,2020-02-02T17:20:22,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-03,10.8,6.8,9.5,10.8,4.4,8,6.3,80.2,6.57,100,54.17,rain,,,,27.4,253.5,1010.9,91.2,23,33.6,3.1,2,,2020-02-03T08:06:21,2020-02-03T17:22:11,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-04,6.2,2,4.3,4.1,-0.8,0.9,2.4,87.8,11.86,100,79.17,rain,,,,22.9,278,1013.4,59.9,20.7,37.5,3.3,2,,2020-02-04T08:04:45,2020-02-04T17:24:01,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-05,6.7,-0.3,3.5,5.2,-2.4,1.3,0.8,83.8,0,0,0,,,,,11.5,275.4,1034,45.4,20.2,67.4,5.7,3,,2020-02-05T08:03:07,2020-02-05T17:25:51,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-06,5.8,0.7,3.8,4.6,-1.8,2,1.1,82.9,0,0,0,,,,,10,247.2,1032.9,54.8,16.6,21.7,2,1,,2020-02-06T08:01:27,2020-02-06T17:27:40,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-07,9.3,2.2,5,7.5,-1.7,2.8,-0.2,70,0,0,0,,,,,15.2,123.6,1027.6,4.2,28.7,70.9,6.1,3,,2020-02-07T07:59:45,2020-02-07T17:29:31,0.48,Clear,Clear conditions throughout the day.,clear-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-08,10.9,-0.2,6.2,10.9,-3.8,3.9,1.3,71.3,0.03,100,4.17,rain,,,,16.1,185.6,1021.1,61.6,32,39.5,3.5,3,,2020-02-08T07:58:02,2020-02-08T17:31:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-09,13.1,6.9,10.2,13.1,4,8.8,4.7,69.9,1.82,100,25,rain,,,,48.4,204,1007,80.1,36.3,47.9,4.1,2,,2020-02-09T07:56:17,2020-02-09T17:33:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-10,11.7,5,7.9,11.7,-0.6,4.1,3.3,73.2,16.5,100,95.83,rain,,,,48.3,247.5,994.7,63.6,26.9,39.4,3.3,2,,2020-02-10T07:54:31,2020-02-10T17:35:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-11,5.6,3.4,4.4,0.4,-2.4,-1,-0.7,69.8,2.39,100,70.83,rain,,,,40.6,254.9,1003.1,39.9,32.5,26.1,2.3,2,,2020-02-11T07:52:42,2020-02-11T17:36:51,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-12,6.6,3.1,4.5,2.7,-2.4,-0.1,-0.9,68.1,0.64,100,37.5,rain,,,,30.5,248.2,1013,48.3,39.5,43.8,3.7,2,,2020-02-12T07:50:53,2020-02-12T17:38:41,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-13,6.3,2.7,4.5,4.1,-1.1,1,1.5,80.7,5.01,100,45.83,rain,,,,27.4,191.8,1006.4,84.4,34.2,23.1,1.9,2,,2020-02-13T07:49:02,2020-02-13T17:40:31,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-14,7.1,5.3,6.1,4.7,1.9,3.4,3.7,84.8,1.55,100,58.33,rain,,,,18.3,243.6,1017.4,79.6,22.3,23.5,2.1,1,,2020-02-14T07:47:09,2020-02-14T17:42:21,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-15,12.9,5.2,8.8,12.9,2.5,7.4,3.6,70.9,0,0,0,,,,,25.5,196.4,1018.6,81,38.8,83.5,7.2,4,,2020-02-15T07:45:15,2020-02-15T17:44:11,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-16,17.7,8.3,13.4,17.7,4.5,13,7.1,66.7,10.95,100,37.5,rain,,,,48.3,217.7,1005.3,98.1,25.1,27.5,2.4,2,,2020-02-16T07:43:20,2020-02-16T17:46:01,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-17,10.6,6.3,7.9,10.6,2.8,4.9,3.4,73.4,7.27,100,45.83,rain,,,,31.1,230.5,1012.7,56.7,37.4,67.2,5.6,4,,2020-02-17T07:41:23,2020-02-17T17:47:50,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-18,7.6,5.9,7,4.2,1.7,3.1,2.3,71.9,0.87,100,54.17,rain,,,,30.5,236.2,1020.1,54.9,39.3,49.7,4.3,2,,2020-02-18T07:39:25,2020-02-18T17:49:39,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-19,7.2,3.2,5.4,3.6,-0.7,1.5,1.2,75.2,6.33,100,37.5,rain,,,,28.3,244.7,1017.9,48.5,32.3,49,4.3,3,,2020-02-19T07:37:26,2020-02-19T17:51:29,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-20,9.9,4.8,7.5,6.5,0.9,3.9,3.9,78.7,6.71,100,66.67,rain,,,,35.8,221.1,1015.4,79.1,29,55.6,4.8,3,,2020-02-20T07:35:26,2020-02-20T17:53:17,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-21,8.1,3,5.9,5,-1.7,1.9,1.4,73.4,0.72,100,12.5,rain,,,,28.5,242.7,1023.8,53.6,37,77.5,6.8,4,,2020-02-21T07:33:25,2020-02-21T17:55:06,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-22,9.9,6.2,8.4,6.3,2.2,4.6,2.4,67.4,3.38,100,25,rain,,,,34.7,233.5,1020.4,80.1,35.3,33.3,2.8,1,,2020-02-22T07:31:23,2020-02-22T17:56:54,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-23,11.8,5.6,9.1,11.8,2.1,6.6,6.8,86.3,29.71,100,83.33,rain,,,,42.7,255.8,1014.9,87.7,18.7,12.6,1.1,0,,2020-02-23T07:29:20,2020-02-23T17:58:42,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-24,10.8,3.4,6.5,10.8,0.6,4,3.9,83.5,4.94,100,50,rain,,,,32.1,220.6,1015.4,85.4,25.6,24,2.1,1,,2020-02-24T07:27:15,2020-02-24T18:00:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-02-25,10,2.7,7.6,10,-0.8,4.3,3,73.7,3.14,100,66.67,rain,,,,32.6,245.3,999.9,52.3,30.3,68.7,6.2,3,,2020-02-25T07:25:10,2020-02-25T18:02:18,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-26,4.3,1,2.9,0.8,-3.6,-1.2,1.2,88.6,6.01,100,91.67,"rain,snow",,,,22.4,248,998.2,77,18.9,34.8,3,2,,2020-02-26T07:23:04,2020-02-26T18:04:05,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-27,4.6,0.7,2.5,1.2,-2.9,-0.8,0.7,88.4,5.71,100,62.5,"rain,snow",,,,18.2,202.8,1002.2,92.5,14.8,36.4,3.1,2,,2020-02-27T07:20:57,2020-02-27T18:05:52,0.06,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-28,6.2,1.2,3.6,3.1,-3.1,-0.4,0.3,79.9,2.95,100,29.17,"rain,snow",,,,30.7,222.9,1013.4,66.9,23.3,85.7,7.4,4,,2020-02-28T07:18:49,2020-02-28T18:07:39,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-02-29,13.5,4.5,8.5,13.5,-0.3,5.7,4,74.3,2.62,100,25,rain,,,,30.1,207.3,995.4,60.5,36.3,77.3,6.7,4,,2020-02-29T07:16:41,2020-02-29T18:09:25,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-03-01,9.3,5,6.9,6.8,1.3,3.6,1.2,67.5,2.62,100,33.33,rain,,,,29.9,208.2,994.4,52.9,35,71,6.4,3,,2020-03-01T07:14:31,2020-03-01T18:11:11,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-02,9.8,3.2,6.6,7.5,-0.2,3.9,3.2,80.1,3.85,100,41.67,rain,,,,20.7,194.7,992,86.7,26.9,56.1,5,3,,2020-03-02T07:12:21,2020-03-02T18:12:57,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-03,7.8,2.5,5,4.6,-1.1,1.8,1.6,80.1,4,100,37.5,rain,,,,21.1,249.8,1002.1,42.8,26,76.5,6.6,5,,2020-03-03T07:10:10,2020-03-03T18:14:43,0.28,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-04,9.1,2.5,5.3,6.9,-0.3,2.8,2.1,80.7,1.06,100,37.5,rain,,,,19.7,227.5,1010.1,67.1,31.6,48.9,4.1,2,,2020-03-04T07:07:59,2020-03-04T18:16:28,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-05,7.3,3.4,5.3,4.4,1.1,2.6,3.2,86.3,7.98,100,62.5,rain,,,,17.1,121.9,997.7,85.6,29.3,29,2.5,1,,2020-03-05T07:05:47,2020-03-05T18:18:13,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-06,5.4,3.2,4.5,3.2,-0.6,1.3,3,90.1,6.06,100,91.67,rain,,,,21.6,228.8,994.6,84.2,13.5,21,1.8,1,,2020-03-06T07:03:35,2020-03-06T18:19:58,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,D5453,05480,13696,06337,01303,13700"
Dortmund,2020-03-07,8.7,3.4,6.1,6.7,0,3.2,1,71,0.15,100,20.83,rain,,,,18.3,256.4,1016.4,55.6,29.3,108,9.4,6,,2020-03-07T07:01:22,2020-03-07T18:21:42,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-08,11.5,7,8.7,11.5,4.5,6.5,4.4,75.3,2.09,100,37.5,rain,,,,26.1,206,1013.5,87.8,33.9,57.3,5,3,,2020-03-08T06:59:08,2020-03-08T18:23:26,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-09,9.2,6.3,7.5,6.4,3.3,4.8,4,79.2,1.2,100,70.83,rain,,,,21.1,239.4,1012.3,62.9,34.4,81.1,7.1,6,,2020-03-09T06:56:54,2020-03-09T18:25:10,0.5,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-10,12.5,5.5,9.1,12.5,1.2,6.9,7.4,89.6,11.69,100,91.67,rain,,,,31.9,228.7,1006.5,98.5,15.6,20.1,1.7,1,,2020-03-10T06:54:40,2020-03-10T18:26:54,0.51,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-11,12.6,8.2,10.7,12.6,6.2,9.9,9.3,91.6,14.85,100,87.5,rain,,,,32.6,252.5,1010.5,66.6,14,53,4.6,3,,2020-03-11T06:52:25,2020-03-11T18:28:37,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-12,13.2,5.4,9.9,13.2,1.4,8.3,2.8,63.6,3.56,100,50,rain,,,,38.4,245.5,1009.6,27.9,31,135.5,11.6,6,,2020-03-12T06:50:10,2020-03-12T18:30:21,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-13,9,4.1,6.7,5.4,1.2,3.2,2.3,74,1.31,100,50,rain,,,,33.2,256.1,1016.2,36,33.2,91.4,7.9,6,,2020-03-13T06:47:54,2020-03-13T18:32:04,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-14,11.6,0.4,6.1,11.6,-1.4,5.1,1.4,74.5,0,0,0,,,,,15,149.8,1021.3,24.2,27.8,134.4,11.7,5,,2020-03-14T06:45:39,2020-03-14T18:33:46,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-15,14.2,6.8,10.2,14.2,3.8,8.9,3.2,62.3,0,0,0,,,,,25.9,186.5,1015.6,88.5,45.7,94.5,8,5,,2020-03-15T06:43:22,2020-03-15T18:35:29,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,05480,13696,06337,01303,AS204,13700"
Dortmund,2020-03-16,16,3.2,9.7,16,1.3,9.3,4.4,70.9,0,0,0,,,,,14.8,261.8,1018.9,37.8,36,142.7,12.2,5,,2020-03-16T06:41:06,2020-03-16T18:37:11,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03098,D5453,05480,13696,06337,01303,13700"
