,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-01,7.1,1.1,3.8,2.4,-5.2,-1.6,1,82.35,0,,0,,,,,48.2,275,1018.6,72.5,26.2,,,,,1981-01-01T08:36:04,1981-01-01T16:31:42,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
1,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-02,8.1,3.1,5.3,3.8,-2.6,0.9,3.8,90.61,0,,0,,,,,37.1,247.9,1016.5,98.8,13.3,,,,,1981-01-02T08:35:56,1981-01-02T16:32:47,0.93,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
2,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-03,10.1,6.1,7.8,10.1,1.5,3.6,4.8,82.49,0,,0,,,,,44.6,254.2,1000.3,95.4,21,,,,,1981-01-03T08:35:46,1981-01-03T16:33:54,0.97,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
3,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-04,7.1,0.1,3.8,2.6,-6.9,-1.1,1.3,84.71,0,,0,,,,,55.4,275.4,1002.1,81.7,24,,,,,1981-01-04T08:35:31,1981-01-04T16:35:04,0.99,Partially cloudy,Partly cloudy throughout the day.,wind,10400099999
4,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-05,4.1,0.1,1.5,0.1,-5.9,-3.1,-0.8,84.94,0,,0,,,,,29.5,285,1016.9,67.1,27.4,,,,,1981-01-05T08:35:14,1981-01-05T16:36:16,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
5,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-06,1.1,-2.9,0,-2.7,-6.9,-4.2,-1,93.1,0,,0,,,,,35.3,234.6,1015.4,77.1,6,,,,,1981-01-06T08:34:53,1981-01-06T16:37:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
6,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-07,0.1,-5.9,-2.1,-1.9,-7.1,-4.7,-3.2,92.5,0,,0,,,,,18.4,300,1029.8,70.8,7.6,,,,,1981-01-07T08:34:29,1981-01-07T16:38:48,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
7,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-08,2.1,-6.9,-0.8,-1.5,-6.9,-3.9,-2.3,90.09,0,,0,,,,,20.5,162.4,1036.7,88.3,3.9,,,,,1981-01-08T08:34:02,1981-01-08T16:40:07,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
8,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-09,6.1,1.1,3.3,2.3,-3.7,-1,1.2,86.35,0,,0,,,37,,24.1,185,1027.5,99.6,6.3,,,,,1981-01-09T08:33:32,1981-01-09T16:41:29,0.06,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
9,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-10,5.1,2.1,3.2,1.4,-2.4,-0.8,1.6,89.75,0,,0,,,,,24.1,205,1016.9,96.3,8.5,,,,,1981-01-10T08:32:58,1981-01-10T16:42:52,0.1,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
10,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-11,5.1,-3.9,-0.1,5.1,-4.7,-3,-3.2,80.15,0,,0,,,22,,22.3,57.7,1029.3,54.2,15.1,,,,,1981-01-11T08:32:21,1981-01-11T16:44:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
11,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-12,1.1,-4.9,-1.3,-3.4,-9,-6.4,-2.9,89.02,0,,0,,,,,31.7,206.2,1014.2,68.3,4.6,,,,,1981-01-12T08:31:42,1981-01-12T16:45:45,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
12,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-13,1.1,-3.9,-1.7,-3.1,-8.8,-5.9,-2.9,91.09,0,,0,,,,,18.4,281.7,1013.7,50.8,11.7,,,,,1981-01-13T08:30:59,1981-01-13T16:47:14,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
13,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-14,6.1,-2.9,1.1,1.3,-8,-5,-0.5,88.91,0,,0,,,48,,42.5,212.5,1003.8,77.5,10.6,,,,,1981-01-14T08:30:13,1981-01-14T16:48:45,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
14,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-15,5.1,0.1,1.5,0.9,-5.9,-3.5,0.1,90.84,0,,0,,,,,33.5,273.9,990.1,86.5,18.4,,,,,1981-01-15T08:29:24,1981-01-15T16:50:18,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
15,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-16,1.1,-0.9,0,-4,-7,-5.3,-1.5,89.89,0,,0,,,,,31.7,225.2,1004.3,83.8,18.2,,,,,1981-01-16T08:28:32,1981-01-16T16:51:52,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
16,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-17,6.1,1.1,3.9,2.2,-4.2,-0.3,1.9,86.95,0,,0,,,,,31.7,228.8,997.6,90.4,13.2,,,,,1981-01-17T08:27:38,1981-01-17T16:53:28,0.45,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
17,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-18,4.1,0.1,1.6,1.3,-4.9,-2,-0.2,88.21,0,,0,,,,,29.5,290.9,1012.9,97.9,6.5,,,,,1981-01-18T08:26:40,1981-01-18T16:55:05,0.48,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
18,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-19,6.1,0.1,3.2,2,-5,-1.6,0.8,84.42,0,,0,,,,,31.7,230.8,1007.9,84.2,13.5,,,,,1981-01-19T08:25:40,1981-01-19T16:56:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
19,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-20,2.1,-0.9,0.9,-1.1,-5.5,-3,-1.6,83.56,0,,0,,,,,22.3,232.9,1014.3,77.9,15,,,,,1981-01-20T08:24:37,1981-01-20T16:58:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
20,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-21,1.1,-3.9,-0.7,-2.9,-5.5,-4.1,-5.1,72.67,0,,0,,,,,22.3,155.7,1029.3,83.3,8.5,,,,,1981-01-21T08:23:32,1981-01-21T17:00:04,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
21,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-22,3.1,0.1,1.4,-0.3,-5.7,-3.1,-3.9,67.65,0,,0,,,,,24.1,153.3,1030.9,100,7.3,,,,,1981-01-22T08:22:23,1981-01-22T17:01:46,0.53,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
22,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-23,5.1,2.1,3.1,2.9,-1.8,0.2,-4.4,58.69,0,,0,,,,,14.8,154.6,1033.3,96.7,8,,,,,1981-01-23T08:21:13,1981-01-23T17:03:29,0.55,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
23,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-24,5.1,1.1,3,2.5,-3.7,-0.3,-5.7,54.38,0,,0,,,,,18.4,170.4,1027.6,91.7,12,,,,,1981-01-24T08:20:00,1981-01-24T17:05:12,0.59,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
24,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-25,7.1,3.1,4.8,3.4,0.1,1.6,3.4,90.67,0,,0,,,,,24.1,257.9,1023.3,92.5,7.9,,,,,1981-01-25T08:18:44,1981-01-25T17:06:57,0.63,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
25,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-26,3.1,0.1,1.2,1.1,-2.5,-1,0.7,96.38,0,,0,,,,,16.6,234.5,1032.1,36.7,5,,,,,1981-01-26T08:17:26,1981-01-26T17:08:43,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
26,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-27,4.1,2.1,3.3,0.9,-2.7,-0.6,1.1,85.36,0,,0,,,,,20.5,154.2,1037.7,99.2,7.9,,,,,1981-01-27T08:16:05,1981-01-27T17:10:29,0.72,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
27,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-28,6.1,4.1,4.7,6.1,0.6,2.5,1.8,81.76,0,,0,,,,,16.6,146.7,1040.9,97.1,5.1,,,,,1981-01-28T08:14:43,1981-01-28T17:12:15,0.77,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
28,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-29,6.1,-1.9,1.8,6.1,-5.4,-0.8,-1.2,81.85,0,,0,,,,,18.4,173.5,1038.3,45,5.5,,,,,1981-01-29T08:13:18,1981-01-29T17:14:03,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,10400099999
29,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-30,2.1,-1.9,0,1.1,-5.9,-2.4,-0.9,93.97,0,,0,,,,,13,178.2,1036.9,82.2,1.9,,,,,1981-01-30T08:11:51,1981-01-30T17:15:51,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
30,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-01-31,9.1,-0.9,3.1,7.3,-5.9,0.7,-2.3,70.23,0,,0,,,,,16.6,165.8,1037.7,0,3.7,,,,,1981-01-31T08:10:22,1981-01-31T17:17:39,0.9,Clear,Clear conditions throughout the day.,clear-day,10400099999
31,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-01,8.1,0.1,3.4,5.7,-4.9,0.3,-2,68.52,0,,0,,,,,18.4,183.3,1036.2,0,5.8,,,,,1981-02-01T08:08:50,1981-02-01T17:19:28,0.94,Clear,Clear conditions throughout the day.,clear-day,10400099999
32,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-02,11.1,1.1,5.3,11.1,-3.1,2.4,-1.2,64.19,0,,0,,,,,22.3,183.8,1034,40,12.5,,,,,1981-02-02T08:07:17,1981-02-02T17:21:17,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
33,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-03,8.1,4.1,6.4,4.6,0,2.5,2.3,77.21,0,,0,,,,,51.8,221.3,1009.6,86.7,16.3,,,,,1981-02-03T08:05:42,1981-02-03T17:23:06,0.99,Partially cloudy,Partly cloudy throughout the day.,wind,10400099999
34,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-04,5.1,1.1,3.6,1.9,-3.4,-0.3,2.2,90.29,0,,0,,,,,25.9,263.3,995.5,90,11.5,,,,,1981-02-04T08:04:05,1981-02-04T17:24:56,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
35,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-05,3.1,0.1,1.6,-0.7,-5.2,-3,0.3,90.95,0,,0,,,,,27.7,250.4,1006.9,82.9,13.3,,,,,1981-02-05T08:02:26,1981-02-05T17:26:45,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
36,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-06,9.1,2.1,5.7,6,-1.1,2.4,4.7,93.38,0,,0,,,,,25.9,238.3,1015.4,95.4,7.1,,,,,1981-02-06T08:00:45,1981-02-06T17:28:35,0.02,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
37,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-07,11.1,8.1,9.8,11.1,4.5,8.5,7.4,85.54,0,,0,,,,,33.5,250.8,1022.2,98.3,12.4,,,,,1981-02-07T07:59:03,1981-02-07T17:30:25,0.04,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
38,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-08,10.1,8.1,8.8,10.1,3.9,5.8,6.4,84.6,0,,0,,,,,35.3,238.8,1022.2,97.9,24.3,,,,,1981-02-08T07:57:19,1981-02-08T17:32:15,0.08,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
39,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-09,9.1,7.1,8.2,7,3.6,5.9,4.3,76.62,0,,0,,,,,20.5,208.3,1015.9,96.7,15.4,,,,,1981-02-09T07:55:33,1981-02-09T17:34:06,0.13,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
40,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-10,6.1,1.1,4,3.1,-3.9,-1.2,0.6,78.81,0,,0,,,,,48.2,250,1013.9,84.6,25.2,,,,,1981-02-10T07:53:45,1981-02-10T17:35:56,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
41,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-11,3.1,-1.9,0.4,-1.4,-6.2,-3.7,-1.5,87.31,0,,0,,,,,24.1,270,1025.4,62.5,18.3,,,,,1981-02-11T07:51:56,1981-02-11T17:37:46,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
42,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-12,3.1,-2.9,-0.5,3.1,-5.9,-1.8,-2.9,85.53,0,,0,,,,,11.2,195.9,1021.5,50.4,9.1,,,,,1981-02-12T07:50:06,1981-02-12T17:39:36,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
43,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-13,2.1,-5.9,-1.9,-0.2,-6.3,-3.7,-5.5,78.24,0,,0,,,,,13,43.6,1025.9,7.1,10.9,,,,,1981-02-13T07:48:14,1981-02-13T17:41:26,0.35,Clear,Clear conditions throughout the day.,clear-day,10400099999
44,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-14,3.1,-5.9,-2.2,1,-10.2,-4.1,-5.8,77.88,0,,0,,,,,16.6,158.6,1026.6,15.4,11.4,,,,,1981-02-14T07:46:21,1981-02-14T17:43:16,0.4,Clear,Clear conditions throughout the day.,clear-day,10400099999
45,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-15,1.1,-4.9,-2.2,1.1,-4.9,-2.4,-4.7,84.05,0,,0,,,,,5.4,238.8,1025.1,48.8,4.2,,,,,1981-02-15T07:44:26,1981-02-15T17:45:05,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
46,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-16,5.1,-5.9,-1.4,2.5,-7.4,-2.7,-4.8,79.28,0,,0,,,,,14.8,81.3,1027.1,12.9,7.5,,,,,1981-02-16T07:42:30,1981-02-16T17:46:55,0.47,Clear,Clear conditions throughout the day.,clear-day,10400099999
47,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-17,2.1,-2.9,0.5,2.1,-5.1,-1.2,-1,90.08,0,,0,,,,,16.6,141.7,1029.2,90.4,4,,,,,1981-02-17T07:40:33,1981-02-17T17:48:44,0.49,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
48,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-18,3.1,-0.9,1.3,-0.6,-6.5,-2.5,-1,85.56,0,,0,,,,,20.5,40.8,1023.8,93.8,6.6,,,,,1981-02-18T07:38:35,1981-02-18T17:50:33,0.5,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
49,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-19,1.1,-0.9,-0.2,-1.7,-6.8,-4.6,-2.8,82.82,0,,0,,,,,22.3,35.8,1021.2,94.6,10.2,,,,,1981-02-19T07:36:35,1981-02-19T17:52:22,0.5,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
50,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-20,0.1,-2.9,-1,-0.9,-6.6,-4.4,-3.1,85.92,0,,0,,,,,18.4,56.3,1019.4,98.3,4.8,,,,,1981-02-20T07:34:34,1981-02-20T17:54:11,0.52,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
51,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-21,0.1,-8.9,-3.7,0.1,-12,-5.8,-7,79.55,0,,0,,,,,13,138.2,1021.4,46.3,4.5,,,,,1981-02-21T07:32:33,1981-02-21T17:55:59,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
52,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-22,1.1,-5.9,-2.7,-2.7,-9,-5.2,-6.5,75.69,0,,0,,,,,18.4,124.5,1018.4,41.3,5.1,,,,,1981-02-22T07:30:30,1981-02-22T17:57:47,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
53,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-23,3.1,-8.9,-3.2,2.1,-12,-4.8,-6.8,77.99,0,,0,,,,,13,71.6,1017.9,30,3.5,,,,,1981-02-23T07:28:26,1981-02-23T17:59:35,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
54,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-24,0.1,-4.9,-2.2,0.1,-9,-4.5,-4.8,82.35,0,,0,,,,,14.8,42.6,1022.2,82.5,2.7,,,,,1981-02-24T07:26:21,1981-02-24T18:01:23,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
55,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-25,2.1,-3.9,-0.9,-0.9,-6,-3.2,-3.2,84.42,0,,0,,,,,16.6,77,1029.6,65.8,2.2,,,,,1981-02-25T07:24:16,1981-02-25T18:03:10,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
56,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-26,6.1,-3.9,1,3.4,-6.3,-1.4,-2.9,76.53,0,,0,,,,,18.4,58.3,1027.9,12.2,4.7,,,,,1981-02-26T07:22:09,1981-02-26T18:04:57,0.73,Clear,Clear conditions throughout the day.,clear-day,10400099999
57,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-27,9.1,-4.9,2.5,5.5,-8,-0.8,-8.4,50.47,0,,0,,,,,27.7,125,1019.5,28.3,17.3,,,,,1981-02-27T07:20:02,1981-02-27T18:06:44,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,10400099999
58,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-02-28,5.1,1.1,2.6,0.5,-4.8,-2.8,-6.6,54.03,0,,0,,,,,34.9,135.4,1010.5,74.6,19,,,,,1981-02-28T07:17:53,1981-02-28T18:08:30,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
59,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-03-01,10.1,3.1,6.2,10.1,-2.9,2.8,2.7,80.38,0,,0,,,,,34.9,164.8,1010.2,67.8,21.7,,,,,1981-03-01T07:15:44,1981-03-01T18:10:17,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
60,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-03-02,9.1,6.1,6.9,6.4,2,3.8,4.4,84.19,0,,0,,,,,23.8,150.8,1007,93.8,12.5,,,,,1981-03-02T07:13:35,1981-03-02T18:12:02,0.91,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
61,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-03-03,6.1,2.1,5.3,6.1,-2.7,3.3,4.3,93.37,0,,0,,,,,20.2,89.6,1003.3,99.6,5.3,,,,,1981-03-03T07:11:24,1981-03-03T18:13:48,0.95,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
62,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-03-04,2.1,0.1,1,1.1,-4.9,-2.4,-2,80.75,0,,0,,,,,20.2,174.2,1014.6,96.7,5.2,,,,,1981-03-04T07:09:13,1981-03-04T18:15:33,0.98,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
63,"Dortmund, Nordrhein-Westfalen, Deutschland",1981-03-05,5.1,0.1,1.8,1.7,-3.9,-1.2,-1.8,77.56,0,,0,,,,,20.2,216.7,1015.2,90.8,7.1,,,,,1981-03-05T07:07:02,1981-03-05T18:17:18,1,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
