,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-01,1.1,0.1,0.6,-3.1,-5.7,-4.6,-0.3,93.36,0,,0,,,13,,27.7,255.8,1007.7,85.4,7.7,,,,,1980-01-01T08:36:06,1980-01-01T16:30:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
1,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-02,2.1,0.1,0.4,-1.9,-5.2,-3.7,-0.6,92.72,0,,0,,,,,20.5,302.4,1015.7,91.4,6.7,,,,,1980-01-02T08:36:01,1980-01-02T16:31:57,0.5,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
2,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-03,0.1,-1.9,-0.3,-1.9,-5.2,-3.9,-2.1,87.59,0,,0,,,,,20.2,231.3,1023.2,88.7,8.4,,,,,1980-01-03T08:35:53,1980-01-03T16:33:02,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
3,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-04,3.1,0.1,1.1,-0.6,-6.3,-4.5,-0.1,91.25,0,,0,,,,,38.9,151.4,1012.1,91.8,4.2,,,,,1980-01-04T08:35:41,1980-01-04T16:34:10,0.53,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
4,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-05,5.1,4.1,4.7,2.2,-0.4,1.3,3,88.51,0,,0,,,,,25.9,195.4,1008.4,92.9,8.6,,,,,1980-01-05T08:35:27,1980-01-05T16:35:21,0.55,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
5,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-06,6.1,4.1,4.8,2.6,0.1,1.7,3.6,91.66,0,,0,,,,,20.5,215,1009.5,90.8,8.5,,,,,1980-01-06T08:35:08,1980-01-06T16:36:34,0.58,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
6,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-07,5.1,3.1,4.3,5.1,1.3,2.5,3.1,91.7,0,,0,,,,,11.2,136.2,1013.8,95.7,5.8,,,,,1980-01-07T08:34:47,1980-01-07T16:37:49,0.62,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
7,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-08,5.1,2.1,3.4,3.4,-0.1,1.5,2.2,91.91,0,,0,,,,,11.2,48.7,1022.1,92.2,3.3,,,,,1980-01-08T08:34:22,1980-01-08T16:39:06,0.66,Overcast,Cloudy skies throughout the day.,cloudy,10400099999
8,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-09,2.1,-1.9,0.3,-0.2,-4.3,-2.5,-1.8,86.35,0,,0,,,,,20.5,88.1,1022.9,61,5.8,,,,,1980-01-09T08:33:54,1980-01-09T16:40:26,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
9,"Dortmund, Nordrhein-Westfalen, Deutschland",1980-01-10,0.1,-3.9,-1.4,-1.9,-8.8,-5.1,-3.9,83.77,0,,0,,,,,16.6,50.5,1028.2,63.5,5.4,,,,,1980-01-10T08:33:23,1980-01-10T16:41:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,10400099999
