,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-01,7.3,2.4,4.6,6.2,-1.4,2,2.7,87.3,0.2,100,8.33,rain,,,,19.4,138,,46.2,8.3,16.8,1.5,1,,2016-01-01T08:35:59,2016-01-01T16:31:08,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
1,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-02,5.4,3.1,4.1,1.9,0.2,1.1,1,80.1,2.4,100,50,rain,,,44.6,20.9,124,,71.5,10,9.2,0.7,1,,2016-01-02T08:35:53,2016-01-02T16:32:12,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
2,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-03,6.1,4,4.9,3.2,-0.3,1.4,1.9,81,5.7,100,66.67,rain,,,,27.2,148.3,,67.5,9.9,27.7,2.3,2,,2016-01-03T08:35:44,2016-01-03T16:33:17,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
3,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-04,5.9,2,3.8,3.3,-2,0.6,2.1,88.2,7.2,100,91.67,rain,,,48.2,26.2,163.2,,91.1,8.7,10,0.9,1,,2016-01-04T08:35:31,2016-01-04T16:34:26,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
4,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-05,7.1,3.8,5.7,5,0.6,3.1,2.4,79.6,1.2,100,20.83,rain,,,,20,166.2,,51.7,9,31.7,2.7,2,,2016-01-05T08:35:16,2016-01-05T16:35:37,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
5,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-06,4.6,3,3.6,3.9,-0.6,1.7,2.4,91.9,1,100,33.33,rain,,,,14.9,81.6,,73.5,2.9,25.4,2.2,1,,2016-01-06T08:34:56,2016-01-06T16:36:50,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
6,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-07,6,3.4,5,3.1,-1.1,1.2,1.8,79.9,6,100,50,rain,,,63,37.6,163.8,,56.5,9.2,12,1.1,1,,2016-01-07T08:34:34,2016-01-07T16:38:06,0.97,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
7,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-08,7.1,1.2,4.5,3.6,-3.2,0,-0.1,72.3,0,0,0,,,,51.8,36.3,217.7,,13.8,10,40.8,3.5,2,,2016-01-08T08:34:09,2016-01-08T16:39:24,0.99,Clear,Clear conditions throughout the day.,clear-day,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
8,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-09,8.4,2.1,4.2,5.9,-2.6,0.4,0.3,76.3,0,0,0,,,,,27.3,170.4,,18.7,10,47.9,4.1,3,,2016-01-09T08:33:40,2016-01-09T16:40:45,1,Clear,Clear conditions throughout the day.,clear-day,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
9,"Dortmund, Nordrhein-Westfalen, Deutschland",2016-01-10,8.1,4.7,6.2,4.7,0.4,2.3,2.1,75.3,4.5,100,41.67,rain,,,,29.2,185.2,,44.6,9.9,40.5,3.5,2,,2016-01-10T08:33:08,2016-01-10T16:42:07,0,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"10437499999,10416099999,10400099999,EDDG,EDDL,10315099999,EDLW"
