,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-01,0.7,-1.6,0,0.6,-2.8,-1.4,-1.4,90.92,0,,0,,,,,9.4,111.3,1020,99.8,4.5,,,,,1990-01-01T08:36:04,1990-01-01T16:31:28,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"10400099999,10315099999"
1,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-02,3.9,0.3,2,3.9,-1.3,1,0.2,87.87,0,,0,,,,,12.8,167.9,1021.9,93.4,4.4,,,,,1990-01-02T08:35:57,1990-01-02T16:32:32,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"10416099999,10400099999,10315099999"
2,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-03,3,-0.1,1.8,1.7,-5.1,-0.8,-0.7,83.96,0,,0,,,,,17.7,108,1023.6,91.4,7.1,,,,,1990-01-03T08:35:47,1990-01-03T16:33:39,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"10416099999,10400099999,10315099999"
3,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-04,3.9,-1.9,1.2,1.3,-6.1,-2.6,-2.9,75.05,0,,0,,,,,22,173.3,1023.1,30.5,9.2,,,,,1990-01-04T08:35:33,1990-01-04T16:34:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10416099999,10400099999,10315099999"
4,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-05,4,0.9,2.8,1.4,-2.6,-0.4,0.4,84.38,0,,0,,,,,20,201.2,1025,96.1,5,,,,,1990-01-05T08:35:16,1990-01-05T16:36:00,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"10416099999,10400099999,10315099999"
5,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-06,4.9,0.1,3.1,1.7,-5.3,-0.6,-0.4,78.14,0,,0,,,,,23.9,157.1,1026.9,33.4,9,,,,,1990-01-06T08:34:56,1990-01-06T16:37:14,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"10416099999,10400099999,10315099999"
6,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-07,5.9,0.1,3,2.7,-5.5,-1.3,-1,75.46,0,,0,,,,,23.4,162.9,1028.7,59,10.8,,,,,1990-01-07T08:34:33,1990-01-07T16:38:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10416099999,10400099999,10315099999"
7,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-08,7,2.2,4.6,4,-1.9,1.2,2.2,84.52,0,,0,,,,,27.2,185.7,1032.9,77.3,8,,,,,1990-01-08T08:34:06,1990-01-08T16:39:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10416099999,10400099999,10315099999"
8,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-09,8,4.4,6.4,5.1,1.7,3.5,4.7,89.33,0,,0,,,,,25.5,204.2,1034.6,92.1,4.7,,,,,1990-01-09T08:33:36,1990-01-09T16:41:11,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"10416099999,10400099999,10315099999"
9,"Dortmund, Nordrhein-Westfalen, Deutschland",1990-01-10,8,5.5,6.5,5,2,3.4,4.1,85.05,0,,0,,,,,23.8,197.2,1032,80.9,8.2,,,,,1990-01-10T08:33:03,1990-01-10T16:42:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10416099999,10400099999,10315099999"
