,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
0,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-01,3.3,-6.7,-2.8,3.2,-9.4,-4.5,-9,62.66,0,,0,,,,,9.5,,1028.7,0.7,13.1,,,,,1973-01-01T08:36:05,1973-01-01T16:31:38,0.96,Clear,Clear conditions throughout the day.,clear-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
1,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-02,-0.2,-7.1,-3.2,-2,-9.6,-5.5,-5.5,84.95,0,,0,,,,,9.4,,1030.6,28.1,7.8,,,,,1973-01-02T08:35:58,1973-01-02T16:32:42,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
2,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-03,2.8,-1.4,1.1,2.8,-5.4,-1.4,-0.2,90.73,0,,0,,,,,11.5,,1030.9,82.4,3.4,,,,,1973-01-03T08:35:47,1973-01-03T16:33:49,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
3,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-04,3,-0.1,2.1,2.9,-2.6,1,1.8,97.53,0,,0,,,,,10.5,,1035.2,42.7,1.9,,,,,1973-01-04T08:35:33,1973-01-04T16:34:59,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
4,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-05,1.6,-1.1,0.2,1.6,-4.9,-2.1,-0.6,94.44,0,,0,,,,,13.6,,1040,64.9,3,,,,,1973-01-05T08:35:16,1973-01-05T16:36:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
5,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-06,3,0.7,1.8,1.9,-2,0.1,0.9,93.7,0,,0,,,,,9.8,,1040.1,59.7,4.5,,,,,1973-01-06T08:34:56,1973-01-06T16:37:26,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
6,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-07,1.4,-0.8,0.4,1.1,-3.2,-1.2,-0.1,96.57,0,,0,,,,,8.1,,1038.7,39.3,3.7,,,,,1973-01-07T08:34:32,1973-01-07T16:38:42,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
7,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-08,3,-0.1,1.8,2.9,-0.8,1.2,1.4,97.03,0,,0,,,,,7.9,,1036.2,69.2,1.1,,,,,1973-01-08T08:34:05,1973-01-08T16:40:02,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
8,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-09,3.4,1.7,2.7,2.1,-1.7,0.3,1.9,94.78,0,,0,,,,,13.4,,1032.9,86,3.4,,,,,1973-01-09T08:33:34,1973-01-09T16:41:23,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
9,"Dortmund, Nordrhein-Westfalen, Deutschland",1973-01-10,3.7,1.1,2.4,3.7,-0.9,1.8,1.6,94.45,0,,0,,,,,7.3,,1031.3,89.8,2.6,,,,,1973-01-10T08:33:01,1973-01-10T16:42:46,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"10410099999,10320099999,10400099999,10313099999,10513099999,10406099999,10427099999"
